price,timestamp,block_number,feed,time_delta,price_delta
94923.05862037,2025-01-10 17:55:50,12602114,Redstone,303.0,0.22289140056301893
95342.39276477,2025-01-10 17:57:07,12602140,Chainlink,420.0,0.6824839880259281
95453.63960973,2025-01-10 17:57:16,12602143,Redstone,86.0,0.5589590106677811
95459.0,2025-01-10 18:00:03,12602191,Eoracle,280.0,0.6707233477109886
95009.98612712,2025-01-10 18:25:39,12602639,Redstone,1703.0,-0.46478424963564136
94822.9278,2025-01-10 18:28:54,12602697,Chainlink,1907.0,-0.5448415439411436
94512.68075422,2025-01-10 18:42:18,12602936,Redstone,999.0,-0.5234243190338272
94946.24817513,2025-01-10 18:50:09,12603061,Redstone,471.0,0.45873994626972614
94516.2490575,2025-01-10 19:05:30,12603313,Redstone,921.0,-0.45288689747577937
94953.16921207,2025-01-10 19:27:08,12603697,Redstone,1298.0,0.46226988367281674
94609.79359755,2025-01-10 20:32:48,12604779,Redstone,3940.0,-0.36162628100711025
94502.0,2025-01-10 22:13:23,12606382,Eoracle,15200.0,-1.002524644088043
94619.00000000001,2025-01-11 00:00:03,12608012,Eoracle,6400.0,0.1238069035576217
94337.50684575,2025-01-11 00:22:32,12608362,Chainlink,21218.0,-0.5119236091020607
94138.4507573,2025-01-11 01:48:00,12609597,Redstone,18912.0,-0.4981966689991846
93861.31015061,2025-01-11 04:33:44,12612082,Chainlink,15072.0,-0.5047798177649776
94190.0,2025-01-11 06:00:04,12613355,Eoracle,21601.0,-0.4533973092085253
94335.10245,2025-01-11 10:48:56,12618204,Chainlink,22512.0,0.5047791242523081
94604.04644311,2025-01-11 11:38:02,12619074,Redstone,35402.0,0.49458609321111346
94448.8512987068,2025-01-11 12:00:04,12619467,Eoracle,21600.0,0.27481823835522334
94310.41900000001,2025-01-11 16:17:01,12624055,Api3,86213.0,0.7730017823770252
94115.55912327,2025-01-11 17:06:07,12624889,Redstone,19685.0,-0.516349287589668
93957.00210066,2025-01-11 17:55:53,12625663,Redstone,2986.0,-0.16847057392744835
94055.56999999999,2025-01-11 18:00:03,12625721,Eoracle,21599.0,-0.41639606337084967
94408.69267007,2025-01-11 20:53:50,12628504,Redstone,10677.0,0.48074178540316037
94812.2395749,2025-01-11 21:55:32,12629535,Chainlink,39996.0,0.5057895868114226
94477.93,2025-01-12 00:00:04,12631189,Eoracle,21601.0,0.4490536817755686
94317.61311795,2025-01-12 00:48:08,12631791,Chainlink,10356.0,-0.521690510811379
94404.30153859536,2025-01-12 06:00:01,12636683,Eoracle,21597.0,-0.07793191637944785
94035.41323472,2025-01-12 08:40:38,12639263,Redstone,42408.0,-0.39538672212577897
93842.56945877,2025-01-12 09:33:30,12640194,Chainlink,31522.0,-0.5036637839699432
94163.43000000001,2025-01-12 12:00:03,12642602,Eoracle,21602.0,-0.255148901765756
94312.723,2025-01-12 12:24:09,12643045,Chainlink,10239.0,0.5010024170710281
94389.45552879,2025-01-12 12:25:45,12643074,Redstone,13507.0,0.3764988974805483
